time,O2,CH4,OH,H2O,O3_col,S8AER_col,T_time,O2_flux,ri_flux,change_during_glaciations
274363200000000.03,2.6498812844641106e-08,0.00021604895031326606,3.291501222882404e-15,0.006862258971825286,675957749023.8756,486234326726850.1,290.0,1076444444444.4443,33000000000.0,False
277516800000000.03,2.653119315221151e-08,0.00021589207446848842,3.297013486750238e-15,0.006862259085613503,677391107109.7784,486197649993664.06,290.0,1077333333333.3333,33000000000.0,False
280670400000000.0,2.6563593638701294e-08,0.00021573562661237315,3.3025250991613057e-15,0.006862259199021815,678825070174.5961,486160966509593.2,290.0,1078222222222.222,33000000000.0,False
283824000000000.0,2.6595997430061598e-08,0.00021558267791726475,3.3079839680537707e-15,0.0068622593106893335,680249357926.8274,486124484886291.4,290.0,1079111111111.111,33000000000.0,False
286977600000000.0,2.6628432643772867e-08,0.00021542806949677355,3.31347721651007e-15,0.006862259422899757,681681166319.2522,486087869109863.8,290.0,1079999999999.9999,33000000000.0,False
290131200000000.06,2.666090210049693e-08,0.0002152710976807929,3.319017378172624e-15,0.006862259535975498,683122949019.1147,486051081843799.8,290.0,1080888888888.8887,33000000000.0,False
293284800000000.0,2.6693410867892303e-08,0.00021511060318890466,3.3246240785873923e-15,0.006862259650402354,684578536529.316,486014116200028.25,290.0,1081777777777.7776,33000000000.0,False
296438400000000.0,2.67259054993888e-08,0.00021495737328982372,3.330113641568542e-15,0.006862259761447784,686011821577.889,485977499175783.2,290.0,1082666666666.6665,33000000000.0,False
299592000000000.0,2.675847224087139e-08,0.00021479433744035705,3.3357773311070003e-15,0.00686225987660814,687480094591.3048,485940349489096.8,290.0,1083555555555.5554,33000000000.0,False
302745600000000.06,2.6791027433824382e-08,0.00021463781432843362,3.3413364842672407e-15,0.006862259988719621,688928513611.6973,485903539341939.9,290.0,1084444444444.4443,33000000000.0,False
305899200000000.06,2.6823617184679417e-08,0.00021447931259745373,3.346936296459365e-15,0.006862260101516635,690385699202.6056,485866546069007.75,290.0,1085333333333.3333,33000000000.0,False
309052800000000.0,2.6856260943578354e-08,0.00021431455752196057,3.3526507242075123e-15,0.006862260216865602,691866183963.9414,485829212982169.3,290.0,1086222222222.222,33000000000.0,False
312206400000000.0,2.68889299284941e-08,0.00021414935817252152,3.3583800834650348e-15,0.006862260332215506,693350340917.9036,485791830932764.9,290.0,1087111111111.111,33000000000.0,False
315360000000000.0,2.6921612899811133e-08,0.00021398583126110618,3.364087803074612e-15,0.006862260446639834,694830967810.6781,485754521400124.06,290.0,1087999999999.9999,33000000000.0,False
318513600000000.06,2.6954322025934946e-08,0.0002138216992861271,3.3698132066605775e-15,0.006862260561137145,696315814462.1317,485717153299999.25,290.0,1088888888888.8887,33000000000.0,False
321667200000000.06,2.6987008716635337e-08,0.00021366607375745676,3.3753979066772583e-15,0.006862260671722498,697773661344.1278,485680247444815.1,290.0,1089777777777.7776,33000000000.0,False
324820800000000.0,2.7019790452969803e-08,0.0002134967630620364,3.381227841050911e-15,0.006862260788104056,699280572617.7247,485642557738860.9,290.0,1090666666666.6665,33000000000.0,False
327974400000000.0,2.7052571200275544e-08,0.00021333193453967593,3.386987224691801e-15,0.006862260902334633,700774277969.862,485605103593924.6,290.0,1091555555555.5554,33000000000.0,False
331128000000000.0,2.7085395916001064e-08,0.00021316353243910148,3.3928164248141866e-15,0.0068622610179368574,702282546092.966,485567378950504.75,290.0,1092444444444.4443,33000000000.0,False
334281600000000.06,2.7118237403587044e-08,0.00021299626543630403,3.3986334046941763e-15,0.006862261132851388,703789123202.3896,485529705295986.3,290.0,1093333333333.3331,33000000000.0,False
