time,O2,CH4,OH,H2O,O3_col,S8AER_col,T_time,O2_flux
31536000000000.0,1.9721198204347984e-05,1.588791669364557e-05,5.576181211608729e-14,0.001695589827009539,1.4406362975268944e+16,4.5917510396605194e-21,270.0,2800000000000.0015
31536000000000.0,1.1162587536063315e-05,1.04916118983878e-05,6.959739330515278e-14,0.0035676959424564307,6498942371725421.0,8.678475100848028e-18,280.0,2800000000000.0015
31536000000000.0,4.816877619067733e-06,6.787273768389282e-06,7.756067145113697e-14,0.006862337224977774,2225881378114985.5,1.3844855299184424e-15,290.0,2800000000000.0015
31536000000000.0,1.3385955866533952e-05,3.850381162773587e-06,9.228438325929266e-14,0.012541875331318354,6481417097363847.0,5.696184575187536e-19,300.0,2800000000000.0015
31536000000000.0,7.596751292227926e-05,2.325289023118364e-06,1.0249560630813283e-13,0.02178234757531594,3.766144623406791e+16,1.2432877892957207e-29,310.0,2800000000000.0015
31536000000000.0,0.007357055347708019,2.292204426182554e-06,3.6634690058792256e-14,0.0562535514668281,6.870778887570039e+17,-2.8260554540707046e-52,330.0,2800000000000.0015
31536000000000.0,0.02452732792662349,1.1346709578505817e-06,5.181894013075472e-14,0.08331675452267204,3.042334798016462e+17,-2.1134420039104175e-52,340.0,2800000000000.0015
31536000000000.0,0.02664246829282874,5.38218597294132e-07,1.26824329439406e-13,0.1163931140332458,1.0974889748060637e+17,-1.5424268095152708e-52,350.0,2800000000000.0015
31536000000000.0,4.7663766907238114e-05,2.9876689478227034e-05,3.3090994559282356e-14,0.0002762292910591228,7.36517111790142e+16,1.332526670342249e-27,250.0,2850000000000.0015
31536000000000.0,3.721480807846368e-05,2.3529432209039786e-05,4.064265534866695e-14,0.0007086786807726134,4.078677689578224e+16,1.2946611205312848e-26,260.0,2850000000000.0015
31536000000000.0,2.15141347450206e-05,1.630877901734094e-05,5.480948902582853e-14,0.0016955898231760115,1.5876698875318266e+16,1.914947188241307e-21,270.0,2850000000000.0015
31536000000000.0,1.2760741165926487e-05,1.0736794154124339e-05,6.877412318916863e-14,0.00356769594692682,7508294643890643.0,3.569818488778487e-18,280.0,2850000000000.0015
31536000000000.0,6.083122610642319e-06,6.911846897331663e-06,7.710728319663826e-14,0.006862337244560701,2915720911292781.5,4.0325031137838104e-16,290.0,2850000000000.0015
31536000000000.0,1.529098856983032e-05,3.950197996666184e-06,9.113058710370559e-14,0.01254187540137448,7541537772759336.0,2.1952584233164607e-19,300.0,2850000000000.0015
31536000000000.0,7.887358525887682e-05,2.4042638851902374e-06,1.0047891441451693e-13,0.021782347785180733,3.951278192550877e+16,7.932127229604526e-30,310.0,2850000000000.0015
