time,O2,CH4,OH,H2O,O3_col,S8AER_col,T_time,O2_flux,ri_flux,change_during_glaciations
397353600000000.06,1.4072131723789655e-07,2.0030261500840597e-05,3.9883822514326717e-14,0.0068623341429917915,6271563775760.589,47430603848779.55,290.0,2000000000000.0,21999999999.999992,True
400507200000000.06,1.4072111347983836e-07,2.0030317769010618e-05,3.988374521356874e-14,0.006862334142976953,6271571799057.449,47431234630651.836,290.0,2000000000000.0,21999999999.999992,True
403660800000000.0,1.4072111936290366e-07,2.0030313755805147e-05,3.9883750057345394e-14,0.006862334142977256,6271574707791.231,47431210395905.35,290.0,2000000000000.0,21999999999.999992,True
406814400000000.0,1.407217902873418e-07,2.0030148826395743e-05,3.988397912187961e-14,0.006862334143026311,6271525974261.124,47429169044864.34,290.0,2000000000000.0,21999999999.999992,True
409968000000000.0,1.4072122992142215e-07,2.0030290508301347e-05,3.988377619843326e-14,0.0068623341429836365,6271571280207.772,47430873163012.95,290.0,2000000000000.0,21999999999.999992,True
413121600000000.06,1.4072119990637606e-07,2.0030298325111226e-05,3.988377191167778e-14,0.006862334142983142,6271564269250.609,47430971743438.24,290.0,2000000000000.0,21999999999.999992,True
416275200000000.06,1.4072048863942962e-07,2.0030470957038216e-05,3.988353829759275e-14,0.006862334142932792,6271609901784.747,47433146684062.13,290.0,2000000000000.0,21999999999.999992,True
419428800000000.0,1.4072100217897945e-07,2.0030340258977938e-05,3.98837133473482e-14,0.006862334142968772,6271585226245.099,47431563072656.71,290.0,2000000000000.0,21999999999.999992,True
422582400000000.0,1.4072022057305636e-07,2.0030542987067245e-05,3.9883434204030085e-14,0.006862334142911978,6271629273740.793,47433969809810.29,290.0,2000000000000.0,21999999999.999992,True
425736000000000.0,1.407208885123933e-07,2.0030373248540195e-05,3.9883667549383054e-14,0.006862334142960333,6271588825031.793,47431918052884.8,290.0,2000000000000.0,21999999999.999992,True
428889600000000.06,1.4072121113905857e-07,2.0030290863227468e-05,3.9883781787271506e-14,0.006862334142983961,6271568415171.043,47430931652633.18,290.0,2000000000000.0,21999999999.999992,True
432043200000000.06,1.407215146376937e-07,2.0030210544323525e-05,3.988389278278644e-14,0.00686233414300616,6271552312726.518,47429995542114.19,290.0,2000000000000.0,21999999999.999992,True
435196800000000.0,1.4072111322474984e-07,2.0030318031978576e-05,3.9883741340405873e-14,0.006862334142976015,6271576338902.07,47431230841369.086,290.0,2000000000000.0,21999999999.999992,True
438350400000000.0,1.4072197338305624e-07,2.0030090032919237e-05,3.9884056848685413e-14,0.006862334143039034,6271530528551.947,47428583350598.9,290.0,2000000000000.0,21999999999.999992,True
441504000000000.0,1.407207167198689e-07,2.0030420048726585e-05,3.988360147084854e-14,0.006862334142947373,6271598656553.312,47432448173344.64,290.0,2000000000000.0,21999999999.999992,True
444657600000000.06,1.4072132549190683e-07,2.003026070415893e-05,3.9883822358879763e-14,0.006862334142992037,6271563733937.908,47430579896866.98,290.0,2000000000000.0,21999999999.999992,True
447811200000000.06,1.407202053260467e-07,2.0030546641869936e-05,3.988343066887608e-14,0.006862334142911265,6271628435835.855,47434017083360.94,290.0,2000000000000.0,21999999999.999992,True
450964800000000.0,1.4072086781172634e-07,2.003036964307179e-05,3.988367608786915e-14,0.0068623341429599576,6271593614586.597,47431972307375.28,290.0,2000000000000.0,21999999999.999992,True
454118400000000.0,1.4072112340130044e-07,2.0030321696488404e-05,3.9883741990702824e-14,0.006862334142978091,6271562267323.169,47431218530837.97,290.0,2000000000000.0,21999999999.999992,True
457272000000000.0,1.4072120719983936e-07,2.003029189902861e-05,3.9883780145599405e-14,0.006862334142983617,6271568912186.97,47430943029981.8,290.0,2000000000000.0,21999999999.999992,True
460425600000000.06,1.40721415768968e-07,2.0030235954209455e-05,3.988385790924174e-14,0.006862334142999007,6271557935376.287,47430299909319.555,290.0,2000000000000.0,21999999999.999992,True
463579200000000.06,1.4072130444044448e-07,2.0030267457236432e-05,3.988381366821077e-14,0.006862334142990633,6271562886983.58,47430646688998.35,290.0,2000000000000.0,21999999999.999992,True
466732800000000.0,1.4072159456776925e-07,2.003019606890379e-05,3.98839103124267e-14,0.006862334143011197,6271545203759.565,47429758757789.64,290.0,2000000000000.0,21999999999.999992,True
469886400000000.0,1.4072128364488115e-07,2.0030272729088174e-05,3.988380550474767e-14,0.006862334142988887,6271565386837.006,47430707331928.016,290.0,2000000000000.0,21999999999.999992,True
473040000000000.0,1.407201745125494e-07,2.0030560153726422e-05,3.988341134389656e-14,0.006862334142908721,6271625944651.011,47434123593682.49,290.0,2000000000000.0,21999999999.999992,True
476193600000000.06,1.407220054919057e-07,2.00300871707386e-05,3.98840655658147e-14,0.006862334143042473,6271517283915.714,47428499428106.73,290.0,2000000000000.0,21999999999.999992,True
479347200000000.06,1.4072123317551587e-07,2.0030291754870395e-05,3.988377436773474e-14,0.006862334142983796,6271569306954.084,47430863561986.27,290.0,2000000000000.0,21999999999.999992,True
